year,country_code,country_name,SE.XPD.TOTL.GD.ZS,SE.XPD.CUR.TOTL.ZS,UIS.XSPENDP.FDPUB.FNS,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,UIS.PTRHC.56,UIS.TRTP.0,SE.PRM.TCAQ.ZS,UIS.TRTP.2,SE.SEC.TCAQ.ZS,UIS.TRTP.4,UIS.THDUR.0,SE.PRM.DURS,SE.SEC.DURS.LO,SE.SEC.DURS.UP,UIS.THDUR.4.A.GPV,SE.COM.DURS,IT.NET.USER.P2,IT.CMP.PCMP.P2,SP.URB.TOTL.IN.ZS,NY.GDP.PCAP.KD,IT.CEL.SETS.P2
1981,IDN,Indonesia,,,,32.432121276855504,14.854680061340302,,,,,,,2.0,6.0,3.0,3.0,,,,,22.815,793.7577665464803,0.0
1981,BMU,Bermuda,,,,19.019229888915998,,9.07462978363037,,,,,,1.0,7.0,3.0,2.0,,,,,100.0,73690.02013300077,0.0
1981,SLV,El Salvador,,,,,,,,,,,,3.0,6.0,3.0,3.0,,,,,44.571000000000005,2659.714101699373,0.0
1981,CAF,Central African Republic,,,,59.6063003540039,62.446128845214794,3.8716199398040803,,,,,,3.0,6.0,4.0,3.0,,,,,34.202,571.3283224901727,0.0
1981,FJI,Fiji,5.82010984420776,,,23.9561405181885,,,,,,,,3.0,6.0,4.0,2.0,,,,,37.919000000000004,4128.233596177355,0.0
1981,TGO,Togo,5.870850086212161,,,55.0796699523926,,15.9932699203491,,,,,,3.0,6.0,4.0,3.0,,,0.0,,25.02,683.7897338549335,0.0
1981,DZA,Algeria,,,,35.2485504150391,24.9968204498291,,,,,,,2.0,6.0,4.0,3.0,,,,,44.42,3595.567190650345,0.0
1981,DOM,Dominican Republic,,,,,,,,,,,,4.0,6.0,2.0,4.0,,,,,52.398,3017.1158237803324,0.0
1981,TON,Tonga,,,,24.9841709136963,,10.828129768371598,,,,,,3.0,6.0,4.0,2.0,,,,,21.373,2171.165097334185,0.0
1981,NAM,Namibia,,,,,,,,,,,,1.0,7.0,3.0,2.0,,,,,25.355,4733.422367776425,0.0
1981,MRT,Mauritania,,,,41.470451354980504,,,,,,,,3.0,6.0,3.0,3.0,,,,,28.81,1014.8379445054434,0.0
1981,GEO,Georgia,,,,19.021009445190398,9.91427040100098,10.1986398696899,,,,,,3.0,4.0,5.0,2.0,,,,,52.836000000000006,3994.1440972824043,0.0
1981,VUT,Vanuatu,,,,21.3466491699219,13.191490173339801,,,,,,,3.0,6.0,4.0,3.0,,,,,15.12,2070.910511286999,0.0
1981,KNA,St. Kitts and Nevis,,,,,,,,,,,,2.0,7.0,4.0,2.0,,,,,35.754,5719.099627174838,0.0
1981,BEN,Benin,,,,47.5263900756836,,7.42989015579224,,,,,,2.0,6.0,4.0,3.0,,,,,28.01,723.6561226236097,0.0
1981,NPL,Nepal,,,,47.641960144043,18.298650741577102,,,,,,,3.0,5.0,2.0,3.0,,,,,6.376,259.4155324349229,0.0
1981,BLZ,Belize,,,,,,,,,,,,3.0,6.0,4.0,2.0,,,,,49.183,2810.5651632397703,0.0
1981,ALB,Albania,,,,,,13.2076196670532,,,,,,3.0,4.0,4.0,4.0,,,,,34.024,2545.7782634846585,0.0
1981,BOL,Bolivia,,,,,,,,,,,,2.0,6.0,2.0,4.0,,,,,46.458999999999996,1346.5765003524946,0.0
1981,ISL,Iceland,,,,,,,,,,,,1.0,6.0,3.0,4.0,,,,,88.53299999999999,49783.620211510475,0.0
1981,SEN,Senegal,,,,45.74909973144529,22.223150253295803,12.5585298538208,,,,,,3.0,6.0,4.0,3.0,,,,0.000174711825946488,36.122,997.0308640749615,0.0
1981,USA,United States,,,,,,,,,,,,3.0,6.0,3.0,3.0,,,,0.912057465953131,73.89,36344.70348972897,
1981,COM,Comoros,,,,46.21440124511721,30.730510711669897,,,,,,,2.0,6.0,4.0,3.0,,,,0.0,23.649,931.4702017590615,0.0
1981,ATG,Antigua and Barbuda,,,,,,,,,,,,2.0,7.0,3.0,2.0,,,,,34.698,6784.865729142275,0.0
1981,MHL,Marshall Islands,,,,,,,,,,,,2.0,6.0,2.0,4.0,,,,,58.826,2774.3697726718233,0.0
1981,OMN,Oman,,,,23.211669921875,8.567930221557619,2.25,,,,,,2.0,6.0,3.0,3.0,,,,,49.471000000000004,10547.421969103842,0.0
1981,BRB,Barbados,,,,,23.4102401733398,12.722399711608901,,,,,,2.0,6.0,3.0,3.0,,,,,38.851,15788.845005688865,0.0
1981,CPV,Cabo Verde,,,,40.1023712158203,18.1576099395752,,,,,,,2.0,6.0,3.0,2.0,,,,,24.995,766.8000325373982,0.0
1981,SLE,Sierra Leone,,,,33.0756683349609,,8.02221965789794,,,,,,2.0,7.0,5.0,2.0,,,,,30.248,605.1512925027301,0.0
1981,VCT,St. Vincent and the Grenadines,,,,,,,,,,,,2.0,7.0,5.0,2.0,,,,,36.409,2852.2185401789316,0.0
1981,MNG,Mongolia,,,,32.2953681945801,22.7719802856445,,,,,,,4.0,3.0,5.0,2.0,,,,,52.676,948.158236025956,0.0
1981,GMB,"Gambia, The",,,,24.379400253295803,15.575810432434098,,,,,,,2.0,6.0,4.0,2.0,,,,,29.256,617.632500252807,0.0
1981,ZAF,South Africa,,,,,,,,,,,,1.0,7.0,3.0,2.0,,,,,48.591,7845.144607908532,0.0
1981,MEX,Mexico,,,,39.087089538574205,17.6817302703857,11.9746198654175,,,,,,2.0,6.0,3.0,3.0,,,,,66.87,9863.773561001886,0.0
1981,MDA,Moldova,,,,28.8171901702881,,,,,,,,4.0,4.0,5.0,2.0,,,,,41.136,1833.1591435382804,0.0
1981,BRA,Brazil,,,,,,11.8072004318237,,,,,,3.0,4.0,4.0,3.0,,,,,66.37,5310.876860835831,0.0
1981,BTN,Bhutan,,,,,,,,,,,,1.0,6.0,3.0,2.0,,,,,10.645999999999999,494.0523992231622,0.0
1981,SDN,Sudan,,,,,,,,,,,,,,,,,,,,20.166,658.9304014548853,0.0
1981,TCD,Chad,,,,,,,,,,,,3.0,6.0,4.0,3.0,,,,,18.982,439.6111458146685,0.0
1981,MOZ,Mozambique,,,,81.4557800292969,,3.33332991600037,,,,,,2.0,4.0,3.0,4.0,,,,,14.050999999999998,288.98871889693123,0.0
1981,IND,India,,,,,,,,,,,,2.0,5.0,3.0,4.0,,,,,23.416999999999998,415.13147099802626,0.0
1981,LIE,Liechtenstein,,,,,,,,,,,,2.0,5.0,4.0,3.0,,,,,18.187,74008.75790470252,
1981,DEU,Germany,,,,,,,,,,,,3.0,4.0,6.0,3.0,,,,,72.98899999999999,31912.68827217855,0.0
1981,MCO,Monaco,,,,,,,,,,,,3.0,5.0,4.0,3.0,,,,,100.0,129639.53187211604,0.0
1981,GAB,Gabon,,,,45.0685806274414,18.5293006896973,,,,,,,3.0,6.0,4.0,3.0,,,,,57.0,11855.643101526905,0.0
1981,DMA,Dominica,,,,,,3.70587992668152,,,,,,2.0,7.0,3.0,2.0,,,,,47.793,3432.8557436603646,0.0
1981,GNB,Guinea-Bissau,,,,22.8857803344727,10.2965402603149,,,,,,,3.0,6.0,3.0,2.0,,,,,18.499000000000002,581.3415216813574,0.0
1981,ARE,United Arab Emirates,,,,16.3379402160645,,11.132300376892099,,,,,,2.0,6.0,3.0,3.0,,,,,80.683,109083.81247625063,
1981,GNQ,Equatorial Guinea,,,,68.7774276733398,,,,,,,,3.0,5.0,4.0,3.0,,,,,27.965,697.8935276829446,0.0
1981,BHS,"Bahamas, The",,,,26.053930282592802,27.6385097503662,32.2283515930176,,,,,,2.0,6.0,3.0,3.0,,,,,73.843,24492.0685253684,0.0
1981,BHR,Bahrain,,,,18.8013191223145,22.4054107666016,12.0,,,,,,3.0,6.0,3.0,3.0,,,,,86.31700000000001,21514.644383417388,0.0
1981,GRD,Grenada,,,,23.293809890747102,,,,,,,,2.0,7.0,3.0,2.0,,,0.0,,32.988,3646.8633287844405,0.0
1981,NAC,North America,,,,,18.6346607208252,,,,,,,,,,,,,,0.9020032068235729,74.07396730734351,36119.427745736415,
1981,WLD,World,,,,28.1632995605469,16.7791900634766,,,,,,,,,,,,,,,39.6976485500135,7002.630867197235,0.00148998468812906
1981,SUR,Suriname,,,,26.5922203063965,,,,,,,,2.0,6.0,4.0,3.0,,,,,65.035,5370.331133114808,0.0
1981,EMU,Euro area,,,,19.4087295532227,13.862560272216802,,,,,,,,,,,,,,,70.1643649166681,27822.788862762784,0.0093478447885676
1981,ARB,Arab World,,,,28.8217391967773,21.448419570922898,,,,,,,,,,,,,,,45.4388115575002,4708.847298411722,0.0
1981,SAS,South Asia,,,,42.6762084960938,23.926610946655302,,,,,,,,,,,,,,,22.690945097103402,429.44773670392937,0.0
1981,HIC,High income,,,,18.2247905731201,15.6730604171753,,,,,,,,,,,,,,,72.41529540289929,24243.547157724268,0.007262590549361609
1981,OED,OECD members,,,,20.0499496459961,15.8363800048828,,,,,,,,,,,,,,,70.73914468795999,26170.886658825515,0.00837865769652769
1981,MIC,Middle income,,,,30.745609283447298,17.159610748290998,,,,,,,,,,,,,,,29.854456477841,1348.763446484709,0.0
1981,EUU,European Union,,,,17.924640655517603,13.5577297210693,,,,,,,,,,,,,,,69.1879406589943,23939.4334034705,0.0104559015109453
1981,SSF,Sub-Saharan Africa,,,,37.1388397216797,27.5699195861816,,,,,,,,,,,,,,,22.5640941989923,1315.1676153071505,0.0
1981,EAS,East Asia & Pacific,,,,27.939880371093803,18.8708400726318,,,,,,,,,,,,,,,28.152364049316894,3245.9310104822443,0.0008383995195313259
1981,LMY,Low & middle income,,,,31.249540328979503,17.4557399749756,,,,,,,,,,,,,,,29.015872908837398,1278.447778732185,0.0
1981,LMC,Lower middle income,,,,37.4020195007324,21.1144104003906,,,,,,,,,,,,,,,26.622456806533,731.684877070198,0.0
1981,UMC,Upper middle income,,,,27.1426696777344,15.4884796142578,,,,,,,,,,,,,,,32.9778294687017,1947.4460214579067,0.0
1981,ECS,Europe & Central Asia,,,,19.764699935913104,12.608059883117699,,,,,,,,,,,,,,,65.1792673215301,16667.283828769992,0.0063746785149272215
1981,LCN,Latin America & Caribbean,,,,30.1557693481445,15.9052400588989,,,,,,,,,,,,,,,64.9435101110776,5889.603769308617,0.0
1981,MEA,Middle East & North Africa,,,,28.295690536499,19.9483890533447,,,,,,,,,,,,,,,50.212641707856704,5073.099013301399,0.0
1981,HPC,Heavily indebted poor countries (HIPC),,,,40.5338592529297,25.5678596496582,,,,,,,,,,,,,,,21.1773330796749,656.8529663463672,0.0
1981,SSA,Sub-Saharan Africa (excluding high income),,,,37.142730712890604,27.5800704956055,,,,,,,,,,,,,,,22.5564677793196,1315.251958962237,0.0
1981,EAP,East Asia & Pacific (excluding high income),,,,27.9475994110107,18.502040863037102,,,,,,,,,,,,,,,22.0564993279688,471.7162648955836,0.0
1981,LDC,Least developed countries: UN classification,,,,43.594329833984396,25.2306098937988,,,,,,,,,,,,,,,17.511794743671402,501.3987079211038,0.0
1981,LAC,Latin America & Caribbean (excluding high income),,,,30.2914600372314,15.6250896453857,,,,,,,,,,,,,,,61.7991294298641,5546.432589717904,0.0
1981,MNA,Middle East & North Africa (excluding high income),,,,30.2236595153809,21.3440208435059,,,,,,,,,,,,,,,47.4935727447003,2277.6031708446594,0.0
1981,GRL,Greenland,,,,,,,,,,,,,,,,,,,,76.497,33583.3831512916,0.0
1981,CSS,Caribbean small states,,,,,,,,,,,,,,,,,,,,38.3153468046039,6623.257120884784,0.0
1981,EAS,East Asia & Pacific (all income levels),,,,27.939880371093803,18.8708400726318,,,,,,,,,,,,,,,28.152364049316894,3245.9310104822443,0.0008383995195313259
1981,EAP,East Asia & Pacific (developing only),,,,27.9475994110107,18.502040863037102,,,,,,,,,,,,,,,22.0564993279688,471.7162648955836,0.0
1981,ECS,Europe & Central Asia (all income levels),,,,19.764699935913104,12.608059883117699,,,,,,,,,,,,,,,65.1792673215301,16667.283828769992,0.0063746785149272215
1981,OEC,High income: OECD,,,,,,,,,,,,,,,,,,,,72.35941932349509,28560.618402895678,0.00990359897347409
1981,LCN,Latin America & Caribbean (all income levels),,,,30.1557693481445,15.9052400588989,,,,,,,,,,,,,,,64.9435101110776,5889.603769308617,0.0
1981,LAC,Latin America & Caribbean (developing only),,,,30.2914600372314,15.6250896453857,,,,,,,,,,,,,,,61.7991294298641,5546.432589717904,0.0
1981,MEA,Middle East & North Africa (all income levels),,,,28.295690536499,19.9483890533447,,,,,,,,,,,,,,,50.212641707856704,5073.099013301399,0.0
1981,MNA,Middle East & North Africa (developing only),,,,30.2236595153809,21.3440208435059,,,,,,,,,,,,,,,47.4935727447003,2277.6031708446594,0.0
1981,OSS,Other small states,,,,,,,,,,,,,,,,,,,,27.443175959708,2533.040949470783,0.0
1981,PSS,Pacific island small states,,,,,,,,,,,,,,,,,,,,28.532709860734897,3102.18586466086,0.0
1981,SST,Small states,,,,,,,,,,,,,,,,,,,,31.000037698267,3924.0756729648324,0.0
1981,SSF,Sub-Saharan Africa (all income levels),,,,37.1388397216797,27.5699195861816,,,,,,,,,,,,,,,22.5640941989923,1315.1676153071505,0.0
1981,SSA,Sub-Saharan Africa (developing only),,,,37.142730712890604,27.5800704956055,,,,,,,,,,,,,,,22.5564677793196,1315.251958962237,0.0
1981,ADO,Andorra,,,,,,,,,,,,,,,,,,,,92.8,45046.175964455484,0.0
1981,ZAR,"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,27.326999999999998,838.4482262161065,0.0
1982,BRN,Brunei Darussalam,1.69714999198914,,,16.4752998352051,,,,,,,,3.0,6.0,5.0,2.0,,,,,60.034,46089.664393532636,0.0
1982,CHN,China,2.03574991226196,,,25.685560226440398,16.6664695739746,,,,,,,4.0,5.0,3.0,3.0,,,,,20.901999999999997,337.22094944163075,0.0
1982,CAN,Canada,6.5212898254394505,,,,,,,,,,,2.0,6.0,3.0,3.0,,,,1.1993867775283897,75.874,32539.981935104584,0.0
1982,KEN,Kenya,5.67812013626099,,,,,,,,,,,3.0,6.0,3.0,4.0,,,,,15.78,718.2974077389141,0.0
1982,SYC,Seychelles,,,,,,,,,,,,2.0,6.0,3.0,4.0,,,,,49.336999999999996,8590.672403272769,0.0
1982,PRI,Puerto Rico,,,,,,,,,,,,2.0,8.0,,,,,,,75.406,16322.47604235744,0.0
1982,GHA,Ghana,1.9045399427413898,,,29.6879196166992,21.559490203857397,,,,,,,2.0,6.0,4.0,3.0,,,,,31.614,476.80062963332153,0.0
1982,NER,Niger,,,,42.1153717041016,,6.41175985336304,,,,,,3.0,6.0,4.0,3.0,,,,,13.870999999999999,527.8592475368534,0.0
1982,FRA,France,4.83544015884399,,,20.557460784912102,,,,,,,,3.0,5.0,4.0,3.0,,,,,73.425,32804.5105686499,0.0
1982,GRC,Greece,1.6868400573730502,,,23.492979049682603,18.9655609130859,11.025110244751,,,,,,2.0,6.0,3.0,3.0,,,,,69.94,20471.55728019744,0.0
1982,JOR,Jordan,5.089159965515139,,,31.4079608917236,20.7690391540527,19.7448692321777,,,,,,2.0,6.0,4.0,2.0,,,,,62.882,3003.5508574946966,0.0
1982,ZMB,Zambia,5.15487003326416,,,47.8692283630371,,,,,,,,4.0,7.0,3.0,2.0,,,,,39.805,1050.333177971476,0.0
1982,AUT,Austria,5.375939846038821,,,13.968509674072301,12.8965902328491,9.94487953186035,,,,,,3.0,4.0,4.0,4.0,,,,,65.446,32907.030819038475,0.0
1982,IRL,Ireland,5.38420009613037,,,28.381620407104503,15.1749801635742,10.7365398406982,,,,,,2.0,6.0,3.0,2.0,,,,,55.794,23491.175441172978,0.0
1982,LSO,Lesotho,,,,52.491970062255895,18.894699096679698,,,,,,,3.0,7.0,3.0,2.0,,,,,11.57,578.7889312123476,0.0
1982,CMR,Cameroon,2.9790000915527304,,,50.5064888000488,26.6508808135986,,,,,,,2.0,6.0,4.0,3.0,,,,,33.613,1582.5043426874106,0.0
1982,PRY,Paraguay,,,,26.0237598419189,,,,,,,,3.0,6.0,3.0,3.0,,,,,42.785,1837.031778865351,0.0
1982,NIC,Nicaragua,3.79268002510071,,,36.1035118103027,33.2997817993164,23.9868507385254,,,,,,4.0,6.0,3.0,2.0,,,,,50.418,1852.7005595419107,0.0
1982,COG,"Congo, Rep.",,,,58.1441993713379,39.6195487976074,25.101690292358303,,,,,,3.0,6.0,4.0,3.0,,,,,49.707,2819.3981453334263,0.0
1982,KOR,"Korea, Rep.",6.07379007339478,,,45.519680023193395,37.191680908203104,34.0729598999023,,,,,,1.0,6.0,3.0,3.0,,,,,60.06100000000001,6064.161815034265,0.0
1982,GBR,United Kingdom,5.19033002853394,,,18.716110229492198,,,,,,,,2.0,6.0,3.0,4.0,,,,,78.539,30002.812624795588,0.0
1982,EGY,"Egypt, Arab Rep.",5.3041501045227095,,,34.4930992126465,25.5085601806641,,,,,,,2.0,6.0,3.0,3.0,,,,,43.89,996.1432880131041,0.0
1982,IRN,"Iran, Islamic Rep.",5.803969860076901,,,27.414930343627898,,,,,,,,1.0,5.0,3.0,4.0,,,,,51.175,3744.286117530458,0.0
1982,HKG,"Hong Kong SAR, China",1.66577994823456,,,30.067340850830103,28.9870300292969,12.814700126647901,,,,,,3.0,6.0,5.0,2.0,,,,,92.09,15302.156253069455,0.0
1982,PNG,Papua New Guinea,,,,30.8757305145264,21.4450607299805,,,,,,,2.0,6.0,4.0,2.0,,,,,13.427999999999999,1042.5533087189237,0.0
1982,MDG,Madagascar,3.1461200714111297,,,41.030948638916,,50.8474617004395,,,,,,3.0,5.0,4.0,3.0,,,,,19.461,474.0672823808283,0.0
1982,MWI,Malawi,,,,,,6.7405500411987305,,,,,,3.0,6.0,2.0,4.0,,,,,9.481,294.7763447927914,0.0
1982,DNK,Denmark,,,,,,,,,,,,1.0,6.0,3.0,3.0,,,,,84.025,42580.438043821756,0.140547863379669
1982,ARG,Argentina,1.5978699922561599,,,20.322809219360398,,10.3554201126099,,,,,,2.0,7.0,3.0,2.0,,,,,83.759,6324.480205044013,0.0
1982,SYR,Syrian Arab Republic,5.89762020111083,,,27.7937393188477,17.9697093963623,,,,,,,3.0,6.0,3.0,3.0,,,0.0,,47.268,1773.3930945811499,0.0
1982,JAM,Jamaica,,,,,,,,,,,,3.0,6.0,3.0,4.0,,,,,47.813,4296.467606694399,0.0
1982,PER,Peru,,,,38.186958312988295,24.948440551757802,17.117000579834002,,,,,,3.0,6.0,2.0,3.0,,,,,65.61,3629.5467003392932,0.0
1982,PAN,Panama,3.41850996017456,,,26.1993293762207,19.5866203308105,,,,,,,1.0,6.0,3.0,3.0,,,,,51.126000000000005,5071.605286207653,0.0
1982,UGA,Uganda,2.5155200958252,,,36.3928985595703,20.7047805786133,11.4250001907349,,,,,,2.0,7.0,4.0,2.0,,,,,8.147,273.4035649906094,0.0
1982,MAR,Morocco,6.09755992889404,,,36.273200988769496,20.8886604309082,,,,,,,2.0,5.0,4.0,3.0,,,,,42.63399999999999,1570.3502998848094,0.0
1982,PRT,Portugal,3.32876992225647,,,18.1332893371582,,8.35457038879395,,,,,,3.0,6.0,3.0,3.0,,,,,43.738,14815.014076897569,0.0
1982,NLD,Netherlands,5.75583982467651,,,22.727350234985398,14.393420219421401,,,,,,,2.0,6.0,3.0,3.0,,,,,65.51100000000001,34496.09863619384,0.0
1982,CIV,Cote d'Ivoire,,,,36.4453582763672,,15.5581398010254,,,,,,3.0,6.0,4.0,3.0,,,,,37.26,2000.3097686014203,0.0
1982,NGA,Nigeria,,,,37.2258911132813,28.783239364624,12.270509719848599,,,,,,3.0,6.0,5.0,2.0,,,,,23.389,938.4891465721481,0.0
1982,PAK,Pakistan,2.0150899887085,,,36.095920562744105,17.5398998260498,,,,,,,2.0,5.0,3.0,4.0,,,,,28.619,598.6430976994924,0.0
1982,BWA,Botswana,,,,32.437141418456996,,10.0534400939941,,,,,,3.0,7.0,2.0,3.0,,,0.0,,19.489,2879.1687392908334,0.0
1982,KIR,Kiribati,,,,30.7466697692871,14.473279953002901,,,,,,,3.0,7.0,3.0,3.0,,,,,32.782,1361.8117281355087,0.0
1982,CHL,Chile,,,,,,,,,,,,1.0,6.0,2.0,4.0,,,,,82.226,4184.800293775093,0.0
1982,ITA,Italy,,,,15.524410247802699,10.051899909973098,,,,,,,3.0,5.0,3.0,5.0,,,,,66.88600000000001,29064.515914473162,0.0
1982,JPN,Japan,5.119009971618651,,,24.9939804077148,17.7597408294678,10.8675804138184,,,,,,3.0,6.0,3.0,3.0,,,,,76.383,30493.71150666062,0.0168245534563103
1982,NOR,Norway,5.6834201812744105,,,,,8.6353702545166,,,,,,4.0,6.0,3.0,3.0,,,,,70.918,50736.81836299611,0.269229037005299
1982,NZL,New Zealand,4.5327000617981,,,20.7448902130127,19.8694705963135,10.662449836731,,,,,,2.0,6.0,4.0,3.0,,,,,83.552,26612.46098574195,0.0
1982,SMR,San Marino,4.10258007049561,,,9.30000019073486,9.21088027954102,,,,,,,3.0,5.0,3.0,5.0,,,,,84.384,34768.38700184683,
1982,THA,Thailand,3.27220010757446,,,,,25.825969696044897,,,,,,3.0,6.0,3.0,3.0,,,0.0,,27.308000000000003,1376.8537743841953,0.0
1982,MLT,Malta,2.85407996177673,,,20.898609161377,12.247710227966301,7.47200012207031,,,,,,2.0,6.0,5.0,2.0,,,,,89.803,10354.936934777545,0.0
1982,BEL,Belgium,5.2816801071167,,,18.1931991577148,,,,,,,,3.0,6.0,3.0,3.0,,,,,95.637,32420.698418610857,0.0
1982,FIN,Finland,4.77615976333618,,,13.704549789428699,13.032620429992699,,,,,,,4.0,6.0,3.0,3.0,,,,,73.373,31232.49249219128,0.7020110295298411
1982,LUX,Luxembourg,5.110360145568849,,,13.7474002838135,,2.96185994148254,,,,,,2.0,6.0,3.0,4.0,,,,,80.501,45475.7199265249,0.0
1982,SGP,Singapore,3.2685499191284197,,,27.8806095123291,,10.1461296081543,,,,,,2.0,6.0,4.0,2.0,,,,,100.0,14724.541173177315,0.0
1982,ESP,Spain,,,,28.150209426879897,20.6373901367188,16.3153190612793,,,,,,3.0,5.0,3.0,4.0,,,,,73.515,20342.609254421473,0.0
1982,GTM,Guatemala,,,,34.6792602539063,13.750709533691401,,,,,,,2.0,6.0,3.0,3.0,,,,,37.99,2543.5601383101293,0.0
1982,IRQ,Iraq,,,,26.7930202484131,31.0022296905518,16.476909637451197,,,,,,2.0,6.0,3.0,3.0,,,,,66.839,2134.199608754274,0.0
1982,RWA,Rwanda,,,,49.6070709228516,,,,,,,,3.0,6.0,5.0,3.0,,,,,4.853,380.6716003952603,0.0
1982,VEN,"Venezuela, RB",4.43170022964478,,,26.6994800567627,,11.5908203125,,,,,,3.0,6.0,3.0,2.0,,,,,80.382,7943.018217658609,0.0
1982,HND,Honduras,,,,37.4671516418457,28.3126106262207,16.3212394714355,,,,,,3.0,6.0,3.0,2.0,,,,,36.004,1571.5690778863543,0.0
1982,MLI,Mali,3.2809400558471697,,,40.0585289001465,,9.46947002410889,,,,,,2.0,6.0,3.0,3.0,,,,,19.465999999999998,378.96305193339384,0.0
1982,CYP,Cyprus,3.73178005218506,,,20.923740386962898,16.042339324951197,8.00405025482178,,,,,,4.0,6.0,3.0,3.0,,,,,62.964,15785.693797057591,0.0
1982,AUS,Australia,5.48486995697021,,,,,15.5031404495239,,,,,,1.0,6.0,3.0,3.0,,,,,85.64,29462.10612805778,0.0
1982,ZWE,Zimbabwe,,,,41.908130645752,26.6245193481445,,,,,,,2.0,7.0,2.0,4.0,,,,,23.429000000000002,926.8150214078474,0.0
1982,SWE,Sweden,,,,,,,,,,,,4.0,6.0,3.0,3.0,,,,,83.1,37272.099649622054,0.32721945401110497
1982,COL,Colombia,,,,29.8335609436035,20.1464805603027,8.73110008239746,,,,,,3.0,5.0,4.0,2.0,,,,,63.519,3233.42831541282,0.0
1982,SWZ,Swaziland,6.75364017486572,,,33.2456893920898,,,,,,,,3.0,7.0,3.0,2.0,,,,,19.357,1784.7635325976282,0.0
1982,BGD,Bangladesh,1.01127004623413,,,,,19.831590652465803,,,,,,1.0,5.0,5.0,2.0,,,,,16.212,404.57778742354844,0.0
1982,TTO,Trinidad and Tobago,5.45739984512329,,,23.0131492614746,,,,,,,,2.0,7.0,3.0,2.0,,,,,10.341,11796.79408980866,0.0
1982,LBR,Liberia,,,,,,,,,,,,3.0,6.0,3.0,3.0,,,,,37.173,1068.3145802049899,0.0
1982,CUB,Cuba,,,,16.962030410766598,12.5940704345703,13.713620185852099,,,,,,1.0,6.0,3.0,3.0,,,,,69.414,4648.992184456488,0.0
1982,ISR,Israel,7.328360080718991,,,11.902660369872999,11.117959976196301,,,,,,,4.0,6.0,3.0,3.0,,,,,89.287,16064.234416666071,
1982,TUN,Tunisia,5.28604984283447,,,37.8536415100098,19.2779598236083,8.06682968139648,,,,,,3.0,6.0,3.0,4.0,,,,,51.76,2526.550955134571,0.0
1982,URY,Uruguay,,,,21.590810775756804,,,,,,,,3.0,6.0,3.0,3.0,,,,,86.13799999999999,5247.072717030895,0.0
1982,BGR,Bulgaria,,,,,,7.02982997894287,,,,,,4.0,4.0,4.0,3.0,,,,,63.104,3230.8638386489915,0.0
1982,CRI,Costa Rica,4.885069847106929,,,31.6309108734131,17.8386497497559,,,,,,,2.0,6.0,3.0,2.0,,,,,43.803000000000004,3770.8743915886093,0.0
1982,PHL,Philippines,2.0760900974273704,,,31.146369934082,34.350109100341705,30.015930175781303,,,,,,1.0,6.0,3.0,1.0,,,,,39.675,1540.7908238897612,0.0
1982,BFA,Burkina Faso,,,,59.7871284484863,,,,,,,,3.0,6.0,4.0,3.0,,,,,10.091000000000001,369.8212895546055,0.0
1982,LKA,Sri Lanka,2.55850005149841,,,,,13.920390129089402,,,,,,1.0,6.0,5.0,2.0,,,,,18.664,795.4164053041247,0.0
1982,BDI,Burundi,,,,39.300838470459,17.660610198974602,,,,,,,3.0,6.0,4.0,3.0,,,0.0,,4.6739999999999995,276.03941021314984,0.0
1982,MYS,Malaysia,7.03278017044067,,,25.9711399078369,21.187799453735398,11.0439300537109,,,,,,2.0,6.0,3.0,4.0,,,,,43.574,3422.641983071625,0.0
1982,MUS,Mauritius,4.58451986312866,,,20.686090469360398,,5.29142999649048,,,,,,2.0,6.0,3.0,4.0,,,,,41.917,2763.624329301862,0.0
1982,CHE,Switzerland,4.4060201644897505,,,,,,,,,,,2.0,6.0,3.0,4.0,,,,,59.938,57938.62463105164,0.0
1982,LCA,St. Lucia,7.0718898773193395,,,30.8290500640869,15.590060234069801,5.02740001678467,,,,,,2.0,7.0,3.0,2.0,,,,,27.087,3223.487291214678,0.0
1982,SAU,Saudi Arabia,4.1449899673461905,,,,,8.784910202026369,,,,,,2.0,6.0,3.0,3.0,,,,,68.673,24166.134906072326,
1982,TUR,Turkey,1.75490999221802,,,27.5368804931641,19.6364707946777,10.8905200958252,,,,,,2.0,5.0,3.0,3.0,,,,,46.997,5255.339902534932,0.0
1982,ETH,Ethiopia,2.1123499870300297,,,62.7242012023926,,13.179420471191401,,,,,,3.0,6.0,2.0,4.0,,,,,10.812999999999999,212.82859645424077,0.0
1982,GUY,Guyana,,,,37.218151092529205,,,,,,,,2.0,6.0,3.0,2.0,,,,,30.305,1071.0722153358304,0.0
1982,ECU,Ecuador,,,,34.9765090942383,17.0141201019287,,,,,,,1.0,6.0,3.0,3.0,,,,,48.818000000000005,3596.6348557062156,0.0
1982,IDN,Indonesia,,,,31.577569961547898,15.6660099029541,9.33415985107422,,,,,,2.0,6.0,3.0,3.0,,,,,23.605999999999998,784.1996290320596,0.0
1982,BMU,Bermuda,,,,18.0398807525635,,,,,,,,1.0,7.0,3.0,2.0,,,,,100.0,69292.96637357671,0.0
